CS3767,Guabuliga,DCS Guabuliga,Vodafone,900,18.29,,0.01,1800,2.91,0.01,,2100,0,,0.00,900,6.71,,0.04,1800,5.29,,0.01 ,2100,0,,0.03,900,8.90,,0.01,1800,4.98,,0.00,2100,0,,0.02,,,,
,Gurugu,Tolon,Airtel,900,8.77,,0.14,1800,377.64,0.02,,2100,11.07,,0.02,900,8.90 ,,0.11,1800,36.98,,0.02,2100,4.40 ,,0.08,900,7.40 ,,0.12,1800,480.27,,0.02,2100,10.32,,0.11,,,,
CS3879,Jentilpa_R,Bole,Airtel,900,14.86,,0.03,1800,0,0.00,,2100,0,,0.02,900,27.37,,0.05,1800,0,,0.07,2100,0,,0.06,900,46.54,,0.01,1800,0,,0.03,2100,0,,0.06,,,,
CS3885,JINDABUOR,S-T-K,Vodafone,900,59.84,,0.01,1800,0,0.01,,2100,0,,0.00,900,23.47,,0.00,1800,0,,0.02,2100,0,,0.03,900,47.43,,0.00,1800,0,,0.00,2100,0,,0.00,,,,
CS3913,Kabanpe rep,West Gonja,Expresso,900,80.23,,0.06,1800,0,0.01,,2100,0,,0.01,900,202.05,,0.00,1800,0,,0.03,2100,0,,0.00,900,61.89,,0.00,1800,0.00,,0.01,2100,0,,0.07,,,,
,Kabanpe_R,Dagomba,Airtel,900,18.78,,0.04,1800,0,0.01,,2100,0,,0.00,900,40.06,,0.02,1800,0,,0.00 ,2100,0,,0.01,900,17.61,,0.07,1800,0,,0.01,2100,0,,0.00,,,,
CS 2921 (EXISTING CS 3926),Kalpohin,TAMALE,TIGO,900,853.74,,0.03,1800,39.24,0.05,,2100,9.77,,0.04,900,521.24,,0.02,1800,6.56,,0.03,2100,14.09,,0.03,900,830.44,,0.08,1800,70.27,,0.02,2100,6.62,,0.03,,,,
CS 3941,KARAMENGA_GT,WEST MAMPRUSI,VODAFONE,900,19.96,,0.01,1800,2.18,0.03,,2100,0,,0,900,10.99,,0.03,1800,0,,0,2100,0,,0.01,900,7.66,,0.02,1800,0,,0.01,2100,0,,0.03,,,,
,Kpandele(Tamale-S-road01),Tamale North,Expresso,900,13.22,,0.00,1800,0.00,0.01,,2100,0.00,,0.00,900,10.43,,0.00,1800,593.44,,0.04,2100,0.00,,0.00,900,11.89,,0.00,1800,0.00,,0.00,2100,0.00,,0.00,,,,
CS 4113,KPASENKPE,WEST MAMPRUSI,VODAFONE,900,73.8,,0.07,1800,0,0.04,,2100,0,,0.03,900,151.42,,0.01,1800,46.57,,0.03,2100,0,,0.02,900,26.29,,0.01,1800,0,,0,2100,0,,0.01,,,,
